"YEAR","DATA_VALUE","LOWER_95_CI","UPPER_95_CI","CATEGORY","INDICATOR_TYPE","INDICATOR_NAME","INDICATOR_UNITS","SPECIES","REGION"
1985,506,0,1476,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
1986,2916,0,7099,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
1987,1755,0,5390,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
1989,5517,0,11887,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
1990,855,0,2461,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
1992,627,0,1573,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
1994,2127,0,6091,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
1996,2772,0,7483,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
1997,3677,0,10165,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
1999,10313,0,23371,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
2000,526,0,1553,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
2002,5054,0,12177,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
2005,170,0,410,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
2006,4504,991,8018,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
2007,3660,0,8216,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
2008,653,0,1828,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
2009,9878,0,26372,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
2010,1005,0,2573,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
2014,9323,0,27084,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
2015,41800,7964,75636,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
2016,11114,0,24925,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
2017,10966,0,22315,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
2018,4472,0,9844,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
2019,8190,0,17789,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
2020,1546,0,3540,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
2021,404,0,1196,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
2022,5368,0,14238,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
2023,1135,0,2910,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","THRESHER SHARK","MID-ATLANTIC"
1985,200,0,602,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","TIGER SHARK","MID-ATLANTIC"
1986,3093,0,6288,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","TIGER SHARK","MID-ATLANTIC"
1989,485,0,1450,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","TIGER SHARK","MID-ATLANTIC"
1990,501,0,1516,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","TIGER SHARK","MID-ATLANTIC"
2015,1480,0,4285,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","TIGER SHARK","MID-ATLANTIC"
1984,796,0,2423,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WHITE SHARK","MID-ATLANTIC"
1989,1638,0,4143,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUE MARLIN","MID-ATLANTIC"
1994,287,0,735,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUE MARLIN","MID-ATLANTIC"
2009,36,0,107,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUE MARLIN","MID-ATLANTIC"
2019,556,0,1664,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUE MARLIN","MID-ATLANTIC"
1981,13713,0,29249,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
1982,53202,0,108259,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
1983,164160,44789,283530,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
1984,1533008,0,3834604,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
1985,6025,0,17788,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
1986,50072,13465,86679,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
1987,152135,14374,289895,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
1988,15556,0,31747,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
1989,78589,32379,124799,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
1990,49420,14646,84193,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
1991,54894,15731,94058,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
1992,12014,546,23481,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
1993,28695,6367,51022,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
1994,35764,0,71935,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
1995,9522,0,25610,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
1997,2554,0,6685,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
1998,49918,7456,92380,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
1999,17469,0,47224,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
2000,42014,4711,79317,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
2001,60201,0,147871,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
2002,123860,0,253740,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
2003,42409,5586,79231,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
2004,68522,0,138092,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
2005,15951,0,34553,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
2006,12512,0,27936,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
2007,74004,0,186852,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
2008,12853,9603,16102,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
2011,4690,0,13129,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
2012,547,0,1662,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
2013,102728,10108,195347,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
2014,14816,0,33343,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
2015,12421,0,26640,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
2019,4524,0,10643,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
2020,23662,0,61923,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
2021,7015,0,17712,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
2022,9427,0,20791,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
2024,48,0,143,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","ALBACORE","MID-ATLANTIC"
1982,1171,0,3481,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
1983,757,0,2258,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
1986,26499,6191,46807,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
1988,6314,0,17860,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
1989,45863,4423,87303,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
1990,6453,0,15244,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
1991,18403,0,48557,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
1992,885,0,2545,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
1993,835,0,2484,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
1994,856,0,2495,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
2000,4525,0,13377,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
2001,4101,0,10780,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
2002,8163,0,21874,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
2006,32,0,100,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
2007,411,0,960,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
2008,228,0,679,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
2012,8260,0,22766,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
2013,35982,0,82245,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
2014,8893,0,17939,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
2015,18705,1181,36230,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
2016,2766,0,6913,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
2017,4382,0,10962,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
2018,10955,0,28884,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
2019,1819,0,4118,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
2020,1740,0,3544,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
2021,9630,0,19558,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
2022,4345,0,12154,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
2023,11787,0,33064,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
2024,1147,0,3209,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BIGEYE TUNA","MID-ATLANTIC"
1981,36742,0,76277,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
1982,48592,17734,79449,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
1983,59276,0,137814,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
1984,65491,7728,123254,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
1985,54937,0,136339,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
1986,51770,24171,79370,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
1987,109200,21233,197167,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
1988,50152,9063,91240,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
1989,216695,106692,326698,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
1990,139612,61899,217326,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
1991,200243,67978,332507,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
1992,20863,9495,32230,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
1993,46633,0,96629,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
1994,60920,5278,116562,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
1995,31079,2510,59648,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
1996,18850,2926,34774,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
1997,107703,21575,193831,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
1998,47404,9031,85776,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
1999,30071,4256,55886,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2000,51502,0,111362,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2001,83459,27678,139240,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2002,35091,8887,61296,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2003,51600,12764,90436,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2004,85761,13145,158377,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2005,57720,9187,106254,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2006,8197,0,19298,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2007,13319,0,35301,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2008,8033,1090,14976,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2009,41666,4182,79151,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2010,23952,0,49396,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2011,22564,0,49011,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2012,235,0,729,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2013,43827,0,101210,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2014,32327,6666,57989,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2015,13816,0,28628,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2016,24183,0,49778,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2017,53675,11278,96072,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2018,45378,10424,80331,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2019,60529,17938,103119,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2020,55056,26460,83652,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2021,39732,18628,60836,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2022,15501,371,30631,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2023,66087,22953,109221,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
2024,160284,87085,233482,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","BLUEFIN TUNA","MID-ATLANTIC"
1981,15931,0,38568,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
1983,14725,0,42086,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
1985,40819,13457,68181,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
1986,162075,0,332662,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
1987,21086,3687,38485,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
1988,292848,16189,569507,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
1989,191966,0,454590,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
1990,30700,9880,51519,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
1991,10595,1292,19899,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
1992,9607,2113,17102,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
1993,25247,0,54394,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
1994,32281,8048,56515,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
1995,14190,284,28096,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
1996,3386,0,9639,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
1997,9195,0,26964,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
1998,26095,0,55146,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
1999,20552,0,44400,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2001,1852,0,5290,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2003,18073,0,42622,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2004,9417,0,20990,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2005,335,0,924,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2006,84,0,189,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2007,175,0,493,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2008,594,0,1720,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2009,360,37,682,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2010,2066,0,4532,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2011,5484,0,12320,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2012,22877,0,65025,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2013,14349,0,41658,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2014,132019,0,337989,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2015,1297,0,3678,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2016,9524,0,19100,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2017,1631,0,3782,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2018,2658,0,6252,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2019,3575,0,8999,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2020,354,0,930,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2021,3990,533,7446,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2023,592,0,1492,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
2024,288,0,903,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","SKIPJACK TUNA","MID-ATLANTIC"
1997,6678,0,19991,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","STRIPED BONITO","MID-ATLANTIC"
1983,1819,0,3986,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
1985,782,0,2076,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
1986,1708,0,4811,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
1987,255,0,757,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
1989,325,0,785,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
1991,3930,0,11031,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
1994,1525,22,3029,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
1995,665,20,1311,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
1996,736,0,1789,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
1998,5947,0,11973,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
1999,8461,0,18776,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2000,936,0,2769,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2002,6402,0,18147,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2003,408,0,1243,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2004,14828,0,35435,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2005,8,0,26,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2006,224,0,477,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2007,1391,434,2348,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2008,1800,0,3913,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2009,492,9,975,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2010,165,4,326,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2011,7309,0,20473,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2012,11397,0,32461,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2013,4036,0,12152,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2014,34,3,64,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2015,21454,0,47020,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2016,4405,0,10026,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2017,39087,0,96163,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2018,1052,0,3073,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2019,3993,0,9063,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2020,766,0,1617,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2021,1867,0,4042,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
2022,893,0,2388,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
